"Date","Week","Month","Year","Company","Month Bid For","Year Bid For","Near-Month Indicator","Train_Type","Bid","Year-Month Bid For"
"2022 November 10","45","11","2022","BNSF","12","2022","false","Non_Shuttle","400","2022-12"
"2022 November 10","45","11","2022","BNSF","12","2022","false","Shuttle","700","2022-12"
"2022 November 10","45","11","2022","BNSF","1","2023","false","Shuttle","866.67","2023-01"
"2022 November 10","45","11","2022","BNSF","5","2023","false","Shuttle","-150","2023-05"
"2022 November 10","45","11","2022","CPKC","12","2022","false","Shuttle","500","2022-12"
"2022 November 10","45","11","2022","UP","11","2022","true","Non_Shuttle","800","2022-11"
"2022 November 10","45","11","2022","UP","11","2022","true","Shuttle","879.17","2022-11"
"2022 November 10","45","11","2022","UP","12","2022","false","Non_Shuttle","650","2022-12"
"2022 November 10","45","11","2022","UP","12","2022","false","Shuttle","800","2022-12"
"2022 November 17","46","11","2022","BNSF","12","2022","true","Non_Shuttle","350","2022-12"
"2022 November 17","46","11","2022","BNSF","12","2022","true","Shuttle","178.13","2022-12"
"2022 November 17","46","11","2022","BNSF","1","2023","false","Shuttle","350","2023-01"
"2022 November 17","46","11","2022","BNSF","5","2023","false","Shuttle","-150","2023-05"
"2022 November 17","46","11","2022","UP","12","2022","true","Non_Shuttle","850","2022-12"
"2022 November 17","46","11","2022","UP","12","2022","true","Shuttle","275","2022-12"
"2022 November 24","47","11","2022","BNSF","12","2022","true","Non_Shuttle","350","2022-12"
"2022 November 24","47","11","2022","BNSF","12","2022","true","Shuttle","390","2022-12"
"2022 November 24","47","11","2022","BNSF","1","2023","false","Shuttle","533.33","2023-01"
"2022 November 24","47","11","2022","BNSF","3","2023","false","Shuttle","200","2023-03"
"2022 November 24","47","11","2022","BNSF","5","2023","false","Shuttle","-150","2023-05"
"2022 November 24","47","11","2022","UP","12","2022","true","Non_Shuttle","750","2022-12"
"2022 November 24","47","11","2022","UP","12","2022","true","Shuttle","500","2022-12"
"2022 November 24","47","11","2022","UP","1","2023","false","Non_Shuttle","750","2023-01"
"2022 November 24","47","11","2022","UP","1","2023","false","Shuttle","300","2023-01"
"2022 November 24","47","11","2022","UP","3","2023","false","Shuttle","700","2023-03"
"2022 December 01","48","12","2022","BNSF","12","2022","true","Non_Shuttle","383.33333333","2022-12"
"2022 December 01","48","12","2022","BNSF","12","2022","true","Shuttle","312.5","2022-12"
"2022 December 01","48","12","2022","BNSF","1","2023","false","Non_Shuttle","450","2023-01"
"2022 December 01","48","12","2022","BNSF","1","2023","false","Shuttle","350","2023-01"
"2022 December 01","48","12","2022","BNSF","2","2023","false","Shuttle","600","2023-02"
"2022 December 01","48","12","2022","BNSF","3","2023","false","Shuttle","300","2023-03"
"2022 December 01","48","12","2022","BNSF","5","2023","false","Shuttle","-150","2023-05"
"2022 December 01","48","12","2022","CPKC","12","2022","true","Shuttle","500","2022-12"
"2022 December 01","48","12","2022","CPKC","1","2023","false","Shuttle","600","2023-01"
"2022 December 01","48","12","2022","UP","12","2022","true","Non_Shuttle","800","2022-12"
"2022 December 01","48","12","2022","UP","12","2022","true","Shuttle","1,016.67","2022-12"
"2022 December 01","48","12","2022","UP","1","2023","false","Non_Shuttle","800","2023-01"
"2022 December 01","48","12","2022","UP","3","2023","false","Shuttle","700","2023-03"
"2022 December 08","49","12","2022","BNSF","12","2022","true","Non_Shuttle","450","2022-12"
"2022 December 08","49","12","2022","BNSF","12","2022","true","Shuttle","525","2022-12"
"2022 December 08","49","12","2022","BNSF","1","2023","false","Non_Shuttle","525","2023-01"
"2022 December 08","49","12","2022","BNSF","1","2023","false","Shuttle","616.67","2023-01"
"2022 December 08","49","12","2022","BNSF","2","2023","false","Shuttle","300","2023-02"
"2022 December 08","49","12","2022","BNSF","3","2023","false","Shuttle","233.33","2023-03"
"2022 December 08","49","12","2022","BNSF","5","2023","false","Shuttle","-150","2023-05"
"2022 December 08","49","12","2022","CPKC","1","2023","false","Shuttle","300","2023-01"
"2022 December 08","49","12","2022","UP","12","2022","true","Shuttle","558.33","2022-12"
"2022 December 08","49","12","2022","UP","1","2023","false","Non_Shuttle","800","2023-01"
"2022 December 08","49","12","2022","UP","3","2023","false","Shuttle","600","2023-03"
"2022 December 15","50","12","2022","BNSF","1","2023","true","Non_Shuttle","825","2023-01"
"2022 December 15","50","12","2022","BNSF","1","2023","true","Shuttle","800","2023-01"
"2022 December 15","50","12","2022","BNSF","5","2023","false","Shuttle","-150","2023-05"
"2022 December 15","50","12","2022","CPKC","1","2023","true","Shuttle","300","2023-01"
"2022 December 15","50","12","2022","UP","1","2023","true","Non_Shuttle","700","2023-01"
"2022 December 15","50","12","2022","UP","1","2023","true","Shuttle","1,100","2023-01"
"2022 December 22","51","12","2022","BNSF","1","2023","true","Non_Shuttle","800","2023-01"
"2022 December 22","51","12","2022","BNSF","1","2023","true","Shuttle","1,266.67","2023-01"
"2022 December 22","51","12","2022","BNSF","2","2023","false","Shuttle","775","2023-02"
"2022 December 22","51","12","2022","BNSF","3","2023","false","Shuttle","333.33","2023-03"
"2022 December 22","51","12","2022","BNSF","5","2023","false","Shuttle","-150","2023-05"
"2022 December 22","51","12","2022","CPKC","1","2023","true","Shuttle","900","2023-01"
"2022 December 22","51","12","2022","UP","1","2023","true","Non_Shuttle","650","2023-01"
"2022 December 22","51","12","2022","UP","1","2023","true","Shuttle","1,200","2023-01"
"2022 December 29","52","12","2022","BNSF","1","2023","true","Non_Shuttle","775","2023-01"
"2022 December 29","52","12","2022","BNSF","1","2023","true","Shuttle","1,305.56","2023-01"
"2022 December 29","52","12","2022","BNSF","2","2023","false","Shuttle","825","2023-02"
"2022 December 29","52","12","2022","BNSF","3","2023","false","Shuttle","325","2023-03"
"2022 December 29","52","12","2022","BNSF","5","2023","false","Shuttle","-150","2023-05"
"2022 December 29","52","12","2022","CPKC","1","2023","true","Shuttle","900","2023-01"
"2022 December 29","52","12","2022","UP","1","2023","true","Non_Shuttle","650","2023-01"
"2022 December 29","52","12","2022","UP","1","2023","true","Shuttle","1,100","2023-01"
"2022 December 29","52","12","2022","UP","3","2023","false","Shuttle","1,200","2023-03"
"2023 January 05","1","1","2023","BNSF","1","2023","true","Non_Shuttle","700","2023-01"
"2023 January 05","1","1","2023","BNSF","1","2023","true","Shuttle","512.5","2023-01"
"2023 January 05","1","1","2023","BNSF","2","2023","false","Shuttle","308.33","2023-02"
"2023 January 05","1","1","2023","BNSF","3","2023","false","Shuttle","166.67","2023-03"
"2023 January 05","1","1","2023","BNSF","5","2023","false","Shuttle","-150","2023-05"
"2023 January 05","1","1","2023","CPKC","1","2023","true","Shuttle","500","2023-01"
"2023 January 05","1","1","2023","UP","1","2023","true","Non_Shuttle","500","2023-01"
"2023 January 05","1","1","2023","UP","1","2023","true","Shuttle","1,500","2023-01"
"2023 January 05","1","1","2023","UP","2","2023","false","Shuttle","1,500","2023-02"
"2023 January 12","2","1","2023","BNSF","1","2023","true","Non_Shuttle","600","2023-01"
"2023 January 12","2","1","2023","BNSF","1","2023","true","Shuttle","700","2023-01"
"2023 January 12","2","1","2023","BNSF","2","2023","false","Non_Shuttle","600","2023-02"
"2023 January 12","2","1","2023","BNSF","2","2023","false","Shuttle","475","2023-02"
"2023 January 12","2","1","2023","BNSF","3","2023","false","Shuttle","162.5","2023-03"
"2023 January 12","2","1","2023","CPKC","2","2023","false","Shuttle","400","2023-02"
"2023 January 12","2","1","2023","UP","1","2023","true","Shuttle","350","2023-01"
"2023 January 12","2","1","2023","UP","2","2023","false","Non_Shuttle","600","2023-02"
"2023 January 12","2","1","2023","UP","2","2023","false","Shuttle","125","2023-02"
"2023 January 12","2","1","2023","UP","3","2023","false","Non_Shuttle","600","2023-03"
"2023 January 19","3","1","2023","BNSF","2","2023","true","Non_Shuttle","500","2023-02"
"2023 January 19","3","1","2023","BNSF","2","2023","true","Shuttle","233.33","2023-02"
"2023 January 19","3","1","2023","BNSF","3","2023","false","Non_Shuttle","600","2023-03"
"2023 January 19","3","1","2023","BNSF","3","2023","false","Shuttle","100","2023-03"
"2023 January 19","3","1","2023","BNSF","8","2023","false","Shuttle","-150","2023-08"
"2023 January 19","3","1","2023","UP","2","2023","true","Non_Shuttle","375","2023-02"
"2023 January 19","3","1","2023","UP","2","2023","true","Shuttle","262.5","2023-02"
"2023 January 19","3","1","2023","UP","3","2023","false","Non_Shuttle","500","2023-03"
"2023 January 19","3","1","2023","UP","3","2023","false","Shuttle","200","2023-03"
"2023 January 26","4","1","2023","BNSF","2","2023","true","Non_Shuttle","500","2023-02"
"2023 January 26","4","1","2023","BNSF","2","2023","true","Shuttle","-183.33","2023-02"
"2023 January 26","4","1","2023","BNSF","3","2023","false","Non_Shuttle","400","2023-03"
"2023 January 26","4","1","2023","BNSF","3","2023","false","Shuttle","-100","2023-03"
"2023 January 26","4","1","2023","BNSF","8","2023","false","Shuttle","-150","2023-08"
"2023 January 26","4","1","2023","CPKC","2","2023","true","Shuttle","200","2023-02"
"2023 January 26","4","1","2023","UP","2","2023","true","Non_Shuttle","50","2023-02"
"2023 January 26","4","1","2023","UP","2","2023","true","Shuttle","-275","2023-02"
"2023 January 26","4","1","2023","UP","3","2023","false","Non_Shuttle","250","2023-03"
"2023 January 26","4","1","2023","UP","3","2023","false","Shuttle","-225","2023-03"
"2023 February 02","5","2","2023","BNSF","2","2023","true","Non_Shuttle","200","2023-02"
"2023 February 02","5","2","2023","BNSF","2","2023","true","Shuttle","-212.5","2023-02"
"2023 February 02","5","2","2023","BNSF","3","2023","false","Non_Shuttle","200","2023-03"
"2023 February 02","5","2","2023","BNSF","3","2023","false","Shuttle","-200","2023-03"
"2023 February 02","5","2","2023","BNSF","8","2023","false","Shuttle","-150","2023-08"
"2023 February 02","5","2","2023","CPKC","2","2023","true","Shuttle","-25","2023-02"
"2023 February 02","5","2","2023","CPKC","3","2023","false","Shuttle","0","2023-03"
"2023 February 02","5","2","2023","UP","2","2023","true","Non_Shuttle","50","2023-02"
"2023 February 02","5","2","2023","UP","2","2023","true","Shuttle","-256.25","2023-02"
"2023 February 02","5","2","2023","UP","3","2023","false","Non_Shuttle","100","2023-03"
"2023 February 02","5","2","2023","UP","3","2023","false","Shuttle","-225","2023-03"
"2023 February 02","5","2","2023","UP","4","2023","false","Non_Shuttle","100","2023-04"
"2023 February 02","5","2","2023","UP","5","2023","false","Non_Shuttle","100","2023-05"
"2023 February 02","5","2","2023","UP","6","2023","false","Non_Shuttle","100","2023-06"
"2023 February 09","6","2","2023","BNSF","2","2023","true","Non_Shuttle","83.333333333","2023-02"
"2023 February 09","6","2","2023","BNSF","2","2023","true","Shuttle","-350","2023-02"
"2023 February 09","6","2","2023","BNSF","3","2023","false","Non_Shuttle","250","2023-03"
"2023 February 09","6","2","2023","BNSF","3","2023","false","Shuttle","-262.5","2023-03"
"2023 February 09","6","2","2023","BNSF","8","2023","false","Shuttle","-150","2023-08"
"2023 February 09","6","2","2023","CPKC","2","2023","true","Shuttle","-100","2023-02"
"2023 February 09","6","2","2023","CPKC","3","2023","false","Shuttle","0","2023-03"
"2023 February 09","6","2","2023","UP","2","2023","true","Shuttle","-210","2023-02"
"2023 February 09","6","2","2023","UP","3","2023","false","Non_Shuttle","125","2023-03"
"2023 February 09","6","2","2023","UP","3","2023","false","Shuttle","-287.5","2023-03"
"2023 February 09","6","2","2023","UP","4","2023","false","Non_Shuttle","100","2023-04"
"2023 February 09","6","2","2023","UP","5","2023","false","Non_Shuttle","100","2023-05"
"2023 February 09","6","2","2023","UP","6","2023","false","Non_Shuttle","150","2023-06"
"2023 February 09","6","2","2023","UP","7","2023","false","Non_Shuttle","150","2023-07"
"2023 February 16","7","2","2023","BNSF","3","2023","true","Non_Shuttle","50","2023-03"
"2023 February 16","7","2","2023","BNSF","3","2023","true","Shuttle","-200","2023-03"
"2023 February 16","7","2","2023","BNSF","8","2023","false","Shuttle","-150","2023-08"
"2023 February 16","7","2","2023","CPKC","3","2023","true","Shuttle","0","2023-03"
"2023 February 16","7","2","2023","UP","3","2023","true","Non_Shuttle","137.5","2023-03"
"2023 February 16","7","2","2023","UP","3","2023","true","Shuttle","-206.25","2023-03"
"2023 February 16","7","2","2023","UP","4","2023","false","Non_Shuttle","100","2023-04"
"2023 February 16","7","2","2023","UP","5","2023","false","Non_Shuttle","100","2023-05"
"2023 February 16","7","2","2023","UP","6","2023","false","Non_Shuttle","125","2023-06"
"2023 February 16","7","2","2023","UP","7","2023","false","Non_Shuttle","125","2023-07"
"2023 February 23","8","2","2023","BNSF","3","2023","true","Non_Shuttle","25","2023-03"
"2023 February 23","8","2","2023","BNSF","3","2023","true","Shuttle","-200","2023-03"
"2023 February 23","8","2","2023","BNSF","5","2023","false","Shuttle","-175","2023-05"
"2023 February 23","8","2","2023","BNSF","8","2023","false","Shuttle","-150","2023-08"
"2023 February 23","8","2","2023","CPKC","3","2023","true","Shuttle","-175","2023-03"
"2023 February 23","8","2","2023","UP","3","2023","true","Non_Shuttle","50","2023-03"
"2023 February 23","8","2","2023","UP","3","2023","true","Shuttle","-125","2023-03"
"2023 February 23","8","2","2023","UP","4","2023","false","Non_Shuttle","125","2023-04"
"2023 February 23","8","2","2023","UP","5","2023","false","Non_Shuttle","125","2023-05"
"2023 March 02","9","3","2023","BNSF","3","2023","true","Non_Shuttle","50","2023-03"
"2023 March 02","9","3","2023","BNSF","3","2023","true","Shuttle","-247.92","2023-03"
"2023 March 02","9","3","2023","BNSF","4","2023","false","Non_Shuttle","50","2023-04"
"2023 March 02","9","3","2023","BNSF","5","2023","false","Shuttle","-150","2023-05"
"2023 March 02","9","3","2023","BNSF","8","2023","false","Shuttle","-150","2023-08"
"2023 March 02","9","3","2023","CPKC","3","2023","true","Shuttle","-150","2023-03"
"2023 March 02","9","3","2023","UP","3","2023","true","Non_Shuttle","150","2023-03"
"2023 March 02","9","3","2023","UP","3","2023","true","Shuttle","-191.67","2023-03"
"2023 March 02","9","3","2023","UP","4","2023","false","Non_Shuttle","150","2023-04"
"2023 March 02","9","3","2023","UP","5","2023","false","Non_Shuttle","150","2023-05"
"2023 March 09","10","3","2023","BNSF","3","2023","true","Non_Shuttle","37.5","2023-03"
"2023 March 09","10","3","2023","BNSF","3","2023","true","Shuttle","-31.25","2023-03"
"2023 March 09","10","3","2023","BNSF","4","2023","false","Non_Shuttle","75","2023-04"
"2023 March 09","10","3","2023","BNSF","4","2023","false","Shuttle","-59.38","2023-04"
"2023 March 09","10","3","2023","BNSF","5","2023","false","Non_Shuttle","50","2023-05"
"2023 March 09","10","3","2023","BNSF","5","2023","false","Shuttle","-100","2023-05"
"2023 March 09","10","3","2023","BNSF","6","2023","false","Shuttle","-100","2023-06"
"2023 March 09","10","3","2023","BNSF","8","2023","false","Shuttle","-150","2023-08"
"2023 March 09","10","3","2023","BNSF","9","2023","false","Shuttle","-100","2023-09"
"2023 March 09","10","3","2023","CPKC","3","2023","true","Shuttle","-100","2023-03"
"2023 March 09","10","3","2023","UP","3","2023","true","Shuttle","-287.5","2023-03"
"2023 March 09","10","3","2023","UP","4","2023","false","Non_Shuttle","243.75","2023-04"
"2023 March 09","10","3","2023","UP","4","2023","false","Shuttle","-225","2023-04"
"2023 March 09","10","3","2023","UP","5","2023","false","Non_Shuttle","225","2023-05"
"2023 March 09","10","3","2023","UP","6","2023","false","Non_Shuttle","250","2023-06"
"2023 March 09","10","3","2023","UP","7","2023","false","Non_Shuttle","250","2023-07"
"2023 March 16","11","3","2023","BNSF","4","2023","true","Non_Shuttle","50","2023-04"
"2023 March 16","11","3","2023","BNSF","4","2023","true","Shuttle","-143.75","2023-04"
"2023 March 16","11","3","2023","BNSF","5","2023","false","Non_Shuttle","50","2023-05"
"2023 March 16","11","3","2023","BNSF","5","2023","false","Shuttle","-212.5","2023-05"
"2023 March 16","11","3","2023","BNSF","6","2023","false","Non_Shuttle","50","2023-06"
"2023 March 16","11","3","2023","BNSF","6","2023","false","Shuttle","-100","2023-06"
"2023 March 16","11","3","2023","BNSF","7","2023","false","Shuttle","-125","2023-07"
"2023 March 16","11","3","2023","BNSF","8","2023","false","Shuttle","-150","2023-08"
"2023 March 16","11","3","2023","CPKC","4","2023","true","Shuttle","-100","2023-04"
"2023 March 16","11","3","2023","CPKC","5","2023","false","Shuttle","-100","2023-05"
"2023 March 16","11","3","2023","UP","4","2023","true","Non_Shuttle","300","2023-04"
"2023 March 16","11","3","2023","UP","4","2023","true","Shuttle","-200","2023-04"
"2023 March 16","11","3","2023","UP","5","2023","false","Non_Shuttle","250","2023-05"
"2023 March 16","11","3","2023","UP","5","2023","false","Shuttle","-225","2023-05"
"2023 March 16","11","3","2023","UP","6","2023","false","Non_Shuttle","300","2023-06"
"2023 March 16","11","3","2023","UP","6","2023","false","Shuttle","-300","2023-06"
"2023 March 16","11","3","2023","UP","8","2023","false","Shuttle","-100","2023-08"
"2023 March 23","12","3","2023","BNSF","4","2023","true","Non_Shuttle","75","2023-04"
"2023 March 23","12","3","2023","BNSF","4","2023","true","Shuttle","-87.5","2023-04"
"2023 March 23","12","3","2023","BNSF","5","2023","false","Non_Shuttle","50","2023-05"
"2023 March 23","12","3","2023","BNSF","5","2023","false","Shuttle","-187.5","2023-05"
"2023 March 23","12","3","2023","BNSF","6","2023","false","Non_Shuttle","100","2023-06"
"2023 March 23","12","3","2023","BNSF","6","2023","false","Shuttle","-233.33","2023-06"
"2023 March 23","12","3","2023","BNSF","7","2023","false","Shuttle","-233.33","2023-07"
"2023 March 23","12","3","2023","BNSF","8","2023","false","Shuttle","-200","2023-08"
"2023 March 23","12","3","2023","BNSF","9","2023","false","Shuttle","-200","2023-09"
"2023 March 23","12","3","2023","CPKC","4","2023","true","Shuttle","-100","2023-04"
"2023 March 23","12","3","2023","CPKC","5","2023","false","Shuttle","-100","2023-05"
"2023 March 23","12","3","2023","UP","4","2023","true","Non_Shuttle","375","2023-04"
"2023 March 23","12","3","2023","UP","4","2023","true","Shuttle","-212.5","2023-04"
"2023 March 23","12","3","2023","UP","5","2023","false","Non_Shuttle","300","2023-05"
"2023 March 23","12","3","2023","UP","5","2023","false","Shuttle","-225","2023-05"
"2023 March 23","12","3","2023","UP","6","2023","false","Non_Shuttle","250","2023-06"
"2023 March 23","12","3","2023","UP","6","2023","false","Shuttle","-200","2023-06"
"2023 March 23","12","3","2023","UP","7","2023","false","Non_Shuttle","250","2023-07"
"2023 March 23","12","3","2023","UP","7","2023","false","Shuttle","-233.33","2023-07"
"2023 March 23","12","3","2023","UP","8","2023","false","Shuttle","-100","2023-08"
"2023 March 30","13","3","2023","BNSF","4","2023","true","Non_Shuttle","75","2023-04"
"2023 March 30","13","3","2023","BNSF","4","2023","true","Shuttle","-131.25","2023-04"
"2023 March 30","13","3","2023","BNSF","5","2023","false","Non_Shuttle","100","2023-05"
"2023 March 30","13","3","2023","BNSF","5","2023","false","Shuttle","-187.5","2023-05"
"2023 March 30","13","3","2023","BNSF","6","2023","false","Non_Shuttle","100","2023-06"
"2023 March 30","13","3","2023","BNSF","8","2023","false","Shuttle","-200","2023-08"
"2023 March 30","13","3","2023","BNSF","9","2023","false","Shuttle","216.67","2023-09"
"2023 March 30","13","3","2023","BNSF","10","2023","false","Shuttle","800","2023-10"
"2023 March 30","13","3","2023","CPKC","4","2023","true","Shuttle","-100","2023-04"
"2023 March 30","13","3","2023","CPKC","5","2023","false","Shuttle","-100","2023-05"
"2023 March 30","13","3","2023","UP","4","2023","true","Non_Shuttle","300","2023-04"
"2023 March 30","13","3","2023","UP","4","2023","true","Shuttle","-283.33","2023-04"
"2023 March 30","13","3","2023","UP","5","2023","false","Non_Shuttle","275","2023-05"
"2023 March 30","13","3","2023","UP","5","2023","false","Shuttle","-200","2023-05"
"2023 March 30","13","3","2023","UP","6","2023","false","Non_Shuttle","200","2023-06"
"2023 March 30","13","3","2023","UP","6","2023","false","Shuttle","-250","2023-06"
"2023 March 30","13","3","2023","UP","7","2023","false","Non_Shuttle","200","2023-07"
"2023 March 30","13","3","2023","UP","7","2023","false","Shuttle","-225","2023-07"
"2023 March 30","13","3","2023","UP","8","2023","false","Shuttle","-100","2023-08"
"2023 March 30","13","3","2023","UP","10","2023","false","Shuttle","600","2023-10"
"2023 April 06","14","4","2023","BNSF","4","2023","true","Non_Shuttle","150","2023-04"
"2023 April 06","14","4","2023","BNSF","4","2023","true","Shuttle","-106.25","2023-04"
"2023 April 06","14","4","2023","BNSF","5","2023","false","Non_Shuttle","87.5","2023-05"
"2023 April 06","14","4","2023","BNSF","5","2023","false","Shuttle","-137.5","2023-05"
"2023 April 06","14","4","2023","BNSF","6","2023","false","Non_Shuttle","50","2023-06"
"2023 April 06","14","4","2023","BNSF","8","2023","false","Shuttle","-200","2023-08"
"2023 April 06","14","4","2023","BNSF","9","2023","false","Shuttle","33.33","2023-09"
"2023 April 06","14","4","2023","BNSF","10","2023","false","Shuttle","800","2023-10"
"2023 April 06","14","4","2023","CPKC","4","2023","true","Shuttle","-100","2023-04"
"2023 April 06","14","4","2023","CPKC","5","2023","false","Shuttle","-100","2023-05"
"2023 April 06","14","4","2023","UP","4","2023","true","Non_Shuttle","175","2023-04"
"2023 April 06","14","4","2023","UP","4","2023","true","Shuttle","-316.67","2023-04"
"2023 April 06","14","4","2023","UP","5","2023","false","Non_Shuttle","275","2023-05"
"2023 April 06","14","4","2023","UP","5","2023","false","Shuttle","-200","2023-05"
"2023 April 06","14","4","2023","UP","6","2023","false","Non_Shuttle","200","2023-06"
"2023 April 06","14","4","2023","UP","6","2023","false","Shuttle","-250","2023-06"
"2023 April 06","14","4","2023","UP","7","2023","false","Shuttle","-250","2023-07"
"2023 April 06","14","4","2023","UP","8","2023","false","Shuttle","-100","2023-08"
"2023 April 06","14","4","2023","UP","10","2023","false","Shuttle","600","2023-10"
"2023 April 13","15","4","2023","BNSF","4","2023","true","Non_Shuttle","150","2023-04"
"2023 April 13","15","4","2023","BNSF","4","2023","true","Shuttle","0","2023-04"
"2023 April 13","15","4","2023","BNSF","5","2023","false","Non_Shuttle","100","2023-05"
"2023 April 13","15","4","2023","BNSF","5","2023","false","Shuttle","-81.25","2023-05"
"2023 April 13","15","4","2023","BNSF","6","2023","false","Non_Shuttle","100","2023-06"
"2023 April 13","15","4","2023","BNSF","8","2023","false","Shuttle","-200","2023-08"
"2023 April 13","15","4","2023","BNSF","9","2023","false","Shuttle","125","2023-09"
"2023 April 13","15","4","2023","BNSF","10","2023","false","Shuttle","800","2023-10"
"2023 April 13","15","4","2023","CPKC","4","2023","true","Shuttle","-100","2023-04"
"2023 April 13","15","4","2023","CPKC","5","2023","false","Shuttle","-100","2023-05"
"2023 April 13","15","4","2023","UP","4","2023","true","Shuttle","-325","2023-04"
"2023 April 13","15","4","2023","UP","5","2023","false","Non_Shuttle","237.5","2023-05"
"2023 April 13","15","4","2023","UP","5","2023","false","Shuttle","-300","2023-05"
"2023 April 13","15","4","2023","UP","6","2023","false","Non_Shuttle","200","2023-06"
"2023 April 20","16","4","2023","BNSF","5","2023","true","Non_Shuttle","75","2023-05"
"2023 April 20","16","4","2023","BNSF","5","2023","true","Shuttle","-91.67","2023-05"
"2023 April 20","16","4","2023","BNSF","6","2023","false","Non_Shuttle","100","2023-06"
"2023 April 20","16","4","2023","BNSF","7","2023","false","Shuttle","-300","2023-07"
"2023 April 20","16","4","2023","BNSF","8","2023","false","Shuttle","-200","2023-08"
"2023 April 20","16","4","2023","BNSF","9","2023","false","Shuttle","41.67","2023-09"
"2023 April 20","16","4","2023","BNSF","10","2023","false","Shuttle","800","2023-10"
"2023 April 20","16","4","2023","CPKC","5","2023","true","Shuttle","-100","2023-05"
"2023 April 20","16","4","2023","CPKC","6","2023","false","Shuttle","-100","2023-06"
"2023 April 20","16","4","2023","UP","5","2023","true","Non_Shuttle","175","2023-05"
"2023 April 20","16","4","2023","UP","5","2023","true","Shuttle","-320.83","2023-05"
"2023 April 20","16","4","2023","UP","6","2023","false","Non_Shuttle","200","2023-06"
"2023 April 20","16","4","2023","UP","6","2023","false","Shuttle","-275","2023-06"
"2023 April 20","16","4","2023","UP","7","2023","false","Non_Shuttle","200","2023-07"
"2023 April 20","16","4","2023","UP","7","2023","false","Shuttle","-275","2023-07"
"2023 April 20","16","4","2023","UP","8","2023","false","Shuttle","-200","2023-08"
"2023 April 27","17","4","2023","BNSF","5","2023","true","Non_Shuttle","62.5","2023-05"
"2023 April 27","17","4","2023","BNSF","5","2023","true","Shuttle","-206.25","2023-05"
"2023 April 27","17","4","2023","BNSF","6","2023","false","Non_Shuttle","50","2023-06"
"2023 April 27","17","4","2023","BNSF","7","2023","false","Non_Shuttle","50","2023-07"
"2023 April 27","17","4","2023","BNSF","8","2023","false","Shuttle","-200","2023-08"
"2023 April 27","17","4","2023","BNSF","9","2023","false","Shuttle","-183.33","2023-09"
"2023 April 27","17","4","2023","CPKC","5","2023","true","Shuttle","-100","2023-05"
"2023 April 27","17","4","2023","CPKC","6","2023","false","Shuttle","-100","2023-06"
"2023 April 27","17","4","2023","UP","5","2023","true","Non_Shuttle","50","2023-05"
"2023 April 27","17","4","2023","UP","5","2023","true","Shuttle","-402.08","2023-05"
"2023 April 27","17","4","2023","UP","6","2023","false","Non_Shuttle","25","2023-06"
"2023 April 27","17","4","2023","UP","6","2023","false","Shuttle","-350","2023-06"
"2023 April 27","17","4","2023","UP","7","2023","false","Non_Shuttle","87.5","2023-07"
"2023 April 27","17","4","2023","UP","7","2023","false","Shuttle","-300","2023-07"
"2023 April 27","17","4","2023","UP","8","2023","false","Non_Shuttle","150","2023-08"
"2023 April 27","17","4","2023","UP","8","2023","false","Shuttle","-250","2023-08"
"2023 May 04","18","5","2023","BNSF","5","2023","true","Non_Shuttle","12.5","2023-05"
"2023 May 04","18","5","2023","BNSF","5","2023","true","Shuttle","-109.38","2023-05"
"2023 May 04","18","5","2023","BNSF","6","2023","false","Non_Shuttle","50","2023-06"
"2023 May 04","18","5","2023","BNSF","7","2023","false","Non_Shuttle","50","2023-07"
"2023 May 04","18","5","2023","BNSF","8","2023","false","Shuttle","-200","2023-08"
"2023 May 04","18","5","2023","BNSF","9","2023","false","Shuttle","-166.67","2023-09"
"2023 May 04","18","5","2023","CPKC","5","2023","true","Shuttle","-100","2023-05"
"2023 May 04","18","5","2023","CPKC","6","2023","false","Shuttle","-100","2023-06"
"2023 May 04","18","5","2023","UP","5","2023","true","Non_Shuttle","0","2023-05"
"2023 May 04","18","5","2023","UP","5","2023","true","Shuttle","-462.5","2023-05"
"2023 May 04","18","5","2023","UP","6","2023","false","Non_Shuttle","0","2023-06"
"2023 May 04","18","5","2023","UP","6","2023","false","Shuttle","-300","2023-06"
"2023 May 04","18","5","2023","UP","7","2023","false","Non_Shuttle","100","2023-07"
"2023 May 04","18","5","2023","UP","7","2023","false","Shuttle","-200","2023-07"
"2023 May 04","18","5","2023","UP","8","2023","false","Non_Shuttle","100","2023-08"
"2023 May 04","18","5","2023","UP","8","2023","false","Shuttle","-200","2023-08"
"2023 May 04","18","5","2023","UP","9","2023","false","Shuttle","-100","2023-09"
"2023 May 11","19","5","2023","BNSF","5","2023","true","Non_Shuttle","0","2023-05"
"2023 May 11","19","5","2023","BNSF","5","2023","true","Shuttle","-203.13","2023-05"
"2023 May 11","19","5","2023","BNSF","6","2023","false","Non_Shuttle","50","2023-06"
"2023 May 11","19","5","2023","BNSF","7","2023","false","Non_Shuttle","50","2023-07"
"2023 May 11","19","5","2023","BNSF","7","2023","false","Shuttle","-225","2023-07"
"2023 May 11","19","5","2023","BNSF","9","2023","false","Shuttle","-212.5","2023-09"
"2023 May 11","19","5","2023","CPKC","5","2023","true","Shuttle","-100","2023-05"
"2023 May 11","19","5","2023","CPKC","6","2023","false","Shuttle","-100","2023-06"
